pair_id,subject,clip,comparison_type,distortion_type,video_a,video_b,level_a,level_b
902,0250,bmlmovi_walk,reference_vs_mixed,frame_drop+mesh_decimation,single/0250_bmlmovi_walk_reference.mp4,mixed/0250_bmlmovi_walk_frame_drop+mesh_decimation_mild+mild.mp4,reference,mild+mild
903,0250,bmlmovi_walk,reference_vs_mixed,frame_drop+mesh_decimation,single/0250_bmlmovi_walk_reference.mp4,mixed/0250_bmlmovi_walk_frame_drop+mesh_decimation_severe+severe.mp4,reference,severe+severe
904,0250,bmlmovi_walk,reference_vs_mixed,joint_noise+vertex_quantization,mixed/0250_bmlmovi_walk_joint_noise+vertex_quantization_mild+mild.mp4,single/0250_bmlmovi_walk_reference.mp4,mild+mild,reference
905,0250,bmlmovi_walk,reference_vs_mixed,joint_noise+vertex_quantization,mixed/0250_bmlmovi_walk_joint_noise+vertex_quantization_severe+severe.mp4,single/0250_bmlmovi_walk_reference.mp4,severe+severe,reference
906,0250,bmlmovi_walk,reference_vs_mixed,smoothing+texture_compression,single/0250_bmlmovi_walk_reference.mp4,mixed/0250_bmlmovi_walk_smoothing+texture_compression_mild+mild.mp4,reference,mild+mild
907,0250,bmlmovi_walk,reference_vs_mixed,smoothing+texture_compression,single/0250_bmlmovi_walk_reference.mp4,mixed/0250_bmlmovi_walk_smoothing+texture_compression_severe+severe.mp4,reference,severe+severe
908,0250,bmlmovi_walk,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0250_bmlmovi_walk_param_quantization+mesh_decimation_mild+mild.mp4,single/0250_bmlmovi_walk_reference.mp4,mild+mild,reference
909,0250,bmlmovi_walk,reference_vs_mixed,param_quantization+mesh_decimation,single/0250_bmlmovi_walk_reference.mp4,mixed/0250_bmlmovi_walk_param_quantization+mesh_decimation_severe+severe.mp4,reference,severe+severe
910,0250,bmlmovi_walk,reference_vs_mixed,motion_blur+vertex_quantization,single/0250_bmlmovi_walk_reference.mp4,mixed/0250_bmlmovi_walk_motion_blur+vertex_quantization_mild+mild.mp4,reference,mild+mild
911,0250,bmlmovi_walk,reference_vs_mixed,motion_blur+vertex_quantization,mixed/0250_bmlmovi_walk_motion_blur+vertex_quantization_severe+severe.mp4,single/0250_bmlmovi_walk_reference.mp4,severe+severe,reference
912,0250,front_kick,reference_vs_distorted,jitter,single/0250_front_kick_reference.mp4,single/0250_front_kick_jitter_mild.mp4,reference,mild
913,0250,front_kick,reference_vs_distorted,jitter,single/0250_front_kick_jitter_moderate.mp4,single/0250_front_kick_reference.mp4,moderate,reference
914,0250,front_kick,reference_vs_distorted,jitter,single/0250_front_kick_reference.mp4,single/0250_front_kick_jitter_severe.mp4,reference,severe
915,0250,front_kick,reference_vs_distorted,joint_noise,single/0250_front_kick_joint_noise_mild.mp4,single/0250_front_kick_reference.mp4,mild,reference
916,0250,front_kick,reference_vs_distorted,joint_noise,single/0250_front_kick_reference.mp4,single/0250_front_kick_joint_noise_moderate.mp4,reference,moderate
917,0250,front_kick,reference_vs_distorted,joint_noise,single/0250_front_kick_reference.mp4,single/0250_front_kick_joint_noise_severe.mp4,reference,severe
918,0250,front_kick,reference_vs_distorted,frame_drop,single/0250_front_kick_reference.mp4,single/0250_front_kick_frame_drop_mild.mp4,reference,mild
919,0250,front_kick,reference_vs_distorted,frame_drop,single/0250_front_kick_frame_drop_moderate.mp4,single/0250_front_kick_reference.mp4,moderate,reference
920,0250,front_kick,reference_vs_distorted,frame_drop,single/0250_front_kick_frame_drop_severe.mp4,single/0250_front_kick_reference.mp4,severe,reference
921,0250,front_kick,reference_vs_distorted,smoothing,single/0250_front_kick_smoothing_mild.mp4,single/0250_front_kick_reference.mp4,mild,reference
922,0250,front_kick,reference_vs_distorted,smoothing,single/0250_front_kick_reference.mp4,single/0250_front_kick_smoothing_moderate.mp4,reference,moderate
923,0250,front_kick,reference_vs_distorted,smoothing,single/0250_front_kick_smoothing_severe.mp4,single/0250_front_kick_reference.mp4,severe,reference
924,0250,front_kick,reference_vs_distorted,param_quantization,single/0250_front_kick_reference.mp4,single/0250_front_kick_param_quantization_mild.mp4,reference,mild
925,0250,front_kick,reference_vs_distorted,param_quantization,single/0250_front_kick_param_quantization_moderate.mp4,single/0250_front_kick_reference.mp4,moderate,reference
926,0250,front_kick,reference_vs_distorted,param_quantization,single/0250_front_kick_reference.mp4,single/0250_front_kick_param_quantization_severe.mp4,reference,severe
927,0250,front_kick,reference_vs_distorted,vertex_quantization,single/0250_front_kick_reference.mp4,single/0250_front_kick_vertex_quantization_mild.mp4,reference,mild
928,0250,front_kick,reference_vs_distorted,vertex_quantization,single/0250_front_kick_vertex_quantization_moderate.mp4,single/0250_front_kick_reference.mp4,moderate,reference
929,0250,front_kick,reference_vs_distorted,vertex_quantization,single/0250_front_kick_vertex_quantization_severe.mp4,single/0250_front_kick_reference.mp4,severe,reference
930,0250,front_kick,reference_vs_distorted,mesh_decimation,single/0250_front_kick_reference.mp4,single/0250_front_kick_mesh_decimation_mild.mp4,reference,mild
931,0250,front_kick,reference_vs_distorted,mesh_decimation,single/0250_front_kick_reference.mp4,single/0250_front_kick_mesh_decimation_moderate.mp4,reference,moderate
932,0250,front_kick,reference_vs_distorted,mesh_decimation,single/0250_front_kick_mesh_decimation_severe.mp4,single/0250_front_kick_reference.mp4,severe,reference
933,0250,front_kick,reference_vs_distorted,texture_compression,single/0250_front_kick_texture_compression_mild.mp4,single/0250_front_kick_reference.mp4,mild,reference
934,0250,front_kick,reference_vs_distorted,texture_compression,single/0250_front_kick_reference.mp4,single/0250_front_kick_texture_compression_moderate.mp4,reference,moderate
935,0250,front_kick,reference_vs_distorted,texture_compression,single/0250_front_kick_reference.mp4,single/0250_front_kick_texture_compression_severe.mp4,reference,severe
936,0250,front_kick,reference_vs_distorted,motion_blur,single/0250_front_kick_motion_blur_mild.mp4,single/0250_front_kick_reference.mp4,mild,reference
937,0250,front_kick,reference_vs_distorted,motion_blur,single/0250_front_kick_motion_blur_moderate.mp4,single/0250_front_kick_reference.mp4,moderate,reference
938,0250,front_kick,reference_vs_distorted,motion_blur,single/0250_front_kick_reference.mp4,single/0250_front_kick_motion_blur_severe.mp4,reference,severe
939,0250,front_kick,adjacent_severity,jitter,single/0250_front_kick_jitter_mild.mp4,single/0250_front_kick_jitter_moderate.mp4,mild,moderate
940,0250,front_kick,adjacent_severity,jitter,single/0250_front_kick_jitter_severe.mp4,single/0250_front_kick_jitter_moderate.mp4,severe,moderate
941,0250,front_kick,adjacent_severity,joint_noise,single/0250_front_kick_joint_noise_mild.mp4,single/0250_front_kick_joint_noise_moderate.mp4,mild,moderate
942,0250,front_kick,adjacent_severity,joint_noise,single/0250_front_kick_joint_noise_severe.mp4,single/0250_front_kick_joint_noise_moderate.mp4,severe,moderate
943,0250,front_kick,adjacent_severity,frame_drop,single/0250_front_kick_frame_drop_moderate.mp4,single/0250_front_kick_frame_drop_mild.mp4,moderate,mild
944,0250,front_kick,adjacent_severity,frame_drop,single/0250_front_kick_frame_drop_severe.mp4,single/0250_front_kick_frame_drop_moderate.mp4,severe,moderate
945,0250,front_kick,adjacent_severity,smoothing,single/0250_front_kick_smoothing_mild.mp4,single/0250_front_kick_smoothing_moderate.mp4,mild,moderate
946,0250,front_kick,adjacent_severity,smoothing,single/0250_front_kick_smoothing_severe.mp4,single/0250_front_kick_smoothing_moderate.mp4,severe,moderate
947,0250,front_kick,adjacent_severity,param_quantization,single/0250_front_kick_param_quantization_mild.mp4,single/0250_front_kick_param_quantization_moderate.mp4,mild,moderate
948,0250,front_kick,adjacent_severity,param_quantization,single/0250_front_kick_param_quantization_moderate.mp4,single/0250_front_kick_param_quantization_severe.mp4,moderate,severe
949,0250,front_kick,adjacent_severity,vertex_quantization,single/0250_front_kick_vertex_quantization_moderate.mp4,single/0250_front_kick_vertex_quantization_mild.mp4,moderate,mild
950,0250,front_kick,adjacent_severity,vertex_quantization,single/0250_front_kick_vertex_quantization_severe.mp4,single/0250_front_kick_vertex_quantization_moderate.mp4,severe,moderate
951,0250,front_kick,adjacent_severity,mesh_decimation,single/0250_front_kick_mesh_decimation_mild.mp4,single/0250_front_kick_mesh_decimation_moderate.mp4,mild,moderate
952,0250,front_kick,adjacent_severity,mesh_decimation,single/0250_front_kick_mesh_decimation_moderate.mp4,single/0250_front_kick_mesh_decimation_severe.mp4,moderate,severe
953,0250,front_kick,adjacent_severity,texture_compression,single/0250_front_kick_texture_compression_mild.mp4,single/0250_front_kick_texture_compression_moderate.mp4,mild,moderate
954,0250,front_kick,adjacent_severity,texture_compression,single/0250_front_kick_texture_compression_severe.mp4,single/0250_front_kick_texture_compression_moderate.mp4,severe,moderate
955,0250,front_kick,adjacent_severity,motion_blur,single/0250_front_kick_motion_blur_mild.mp4,single/0250_front_kick_motion_blur_moderate.mp4,mild,moderate
956,0250,front_kick,adjacent_severity,motion_blur,single/0250_front_kick_motion_blur_moderate.mp4,single/0250_front_kick_motion_blur_severe.mp4,moderate,severe
957,0250,front_kick,reference_vs_mixed,jitter+texture_compression,single/0250_front_kick_reference.mp4,mixed/0250_front_kick_jitter+texture_compression_mild+mild.mp4,reference,mild+mild
958,0250,front_kick,reference_vs_mixed,jitter+texture_compression,mixed/0250_front_kick_jitter+texture_compression_severe+severe.mp4,single/0250_front_kick_reference.mp4,severe+severe,reference
959,0250,front_kick,reference_vs_mixed,frame_drop+mesh_decimation,mixed/0250_front_kick_frame_drop+mesh_decimation_mild+mild.mp4,single/0250_front_kick_reference.mp4,mild+mild,reference
960,0250,front_kick,reference_vs_mixed,frame_drop+mesh_decimation,single/0250_front_kick_reference.mp4,mixed/0250_front_kick_frame_drop+mesh_decimation_severe+severe.mp4,reference,severe+severe
961,0250,front_kick,reference_vs_mixed,joint_noise+vertex_quantization,mixed/0250_front_kick_joint_noise+vertex_quantization_mild+mild.mp4,single/0250_front_kick_reference.mp4,mild+mild,reference
962,0250,front_kick,reference_vs_mixed,joint_noise+vertex_quantization,mixed/0250_front_kick_joint_noise+vertex_quantization_severe+severe.mp4,single/0250_front_kick_reference.mp4,severe+severe,reference
963,0250,front_kick,reference_vs_mixed,smoothing+texture_compression,single/0250_front_kick_reference.mp4,mixed/0250_front_kick_smoothing+texture_compression_mild+mild.mp4,reference,mild+mild
964,0250,front_kick,reference_vs_mixed,smoothing+texture_compression,mixed/0250_front_kick_smoothing+texture_compression_severe+severe.mp4,single/0250_front_kick_reference.mp4,severe+severe,reference
965,0250,front_kick,reference_vs_mixed,param_quantization+mesh_decimation,single/0250_front_kick_reference.mp4,mixed/0250_front_kick_param_quantization+mesh_decimation_mild+mild.mp4,reference,mild+mild
966,0250,front_kick,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0250_front_kick_param_quantization+mesh_decimation_severe+severe.mp4,single/0250_front_kick_reference.mp4,severe+severe,reference
967,0250,front_kick,reference_vs_mixed,motion_blur+vertex_quantization,mixed/0250_front_kick_motion_blur+vertex_quantization_mild+mild.mp4,single/0250_front_kick_reference.mp4,mild+mild,reference
968,0250,front_kick,reference_vs_mixed,motion_blur+vertex_quantization,mixed/0250_front_kick_motion_blur+vertex_quantization_severe+severe.mp4,single/0250_front_kick_reference.mp4,severe+severe,reference
969,0250,pickup_box,reference_vs_distorted,jitter,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_jitter_mild.mp4,reference,mild
970,0250,pickup_box,reference_vs_distorted,jitter,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_jitter_moderate.mp4,reference,moderate
971,0250,pickup_box,reference_vs_distorted,jitter,single/0250_pickup_box_jitter_severe.mp4,single/0250_pickup_box_reference.mp4,severe,reference
972,0250,pickup_box,reference_vs_distorted,joint_noise,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_joint_noise_mild.mp4,reference,mild
973,0250,pickup_box,reference_vs_distorted,joint_noise,single/0250_pickup_box_joint_noise_moderate.mp4,single/0250_pickup_box_reference.mp4,moderate,reference
974,0250,pickup_box,reference_vs_distorted,joint_noise,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_joint_noise_severe.mp4,reference,severe
975,0250,pickup_box,reference_vs_distorted,frame_drop,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_frame_drop_mild.mp4,reference,mild
976,0250,pickup_box,reference_vs_distorted,frame_drop,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_frame_drop_moderate.mp4,reference,moderate
977,0250,pickup_box,reference_vs_distorted,frame_drop,single/0250_pickup_box_frame_drop_severe.mp4,single/0250_pickup_box_reference.mp4,severe,reference
978,0250,pickup_box,reference_vs_distorted,smoothing,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_smoothing_mild.mp4,reference,mild
979,0250,pickup_box,reference_vs_distorted,smoothing,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_smoothing_moderate.mp4,reference,moderate
980,0250,pickup_box,reference_vs_distorted,smoothing,single/0250_pickup_box_smoothing_severe.mp4,single/0250_pickup_box_reference.mp4,severe,reference
981,0250,pickup_box,reference_vs_distorted,param_quantization,single/0250_pickup_box_param_quantization_mild.mp4,single/0250_pickup_box_reference.mp4,mild,reference
982,0250,pickup_box,reference_vs_distorted,param_quantization,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_param_quantization_moderate.mp4,reference,moderate
983,0250,pickup_box,reference_vs_distorted,param_quantization,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_param_quantization_severe.mp4,reference,severe
984,0250,pickup_box,reference_vs_distorted,vertex_quantization,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_vertex_quantization_mild.mp4,reference,mild
985,0250,pickup_box,reference_vs_distorted,vertex_quantization,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_vertex_quantization_moderate.mp4,reference,moderate
986,0250,pickup_box,reference_vs_distorted,vertex_quantization,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_vertex_quantization_severe.mp4,reference,severe
987,0250,pickup_box,reference_vs_distorted,mesh_decimation,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_mesh_decimation_mild.mp4,reference,mild
988,0250,pickup_box,reference_vs_distorted,mesh_decimation,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_mesh_decimation_moderate.mp4,reference,moderate
989,0250,pickup_box,reference_vs_distorted,mesh_decimation,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_mesh_decimation_severe.mp4,reference,severe
990,0250,pickup_box,reference_vs_distorted,texture_compression,single/0250_pickup_box_texture_compression_mild.mp4,single/0250_pickup_box_reference.mp4,mild,reference
991,0250,pickup_box,reference_vs_distorted,texture_compression,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_texture_compression_moderate.mp4,reference,moderate
992,0250,pickup_box,reference_vs_distorted,texture_compression,single/0250_pickup_box_texture_compression_severe.mp4,single/0250_pickup_box_reference.mp4,severe,reference
993,0250,pickup_box,reference_vs_distorted,motion_blur,single/0250_pickup_box_reference.mp4,single/0250_pickup_box_motion_blur_mild.mp4,reference,mild
994,0250,pickup_box,reference_vs_distorted,motion_blur,single/0250_pickup_box_motion_blur_moderate.mp4,single/0250_pickup_box_reference.mp4,moderate,reference
995,0250,pickup_box,reference_vs_distorted,motion_blur,single/0250_pickup_box_motion_blur_severe.mp4,single/0250_pickup_box_reference.mp4,severe,reference
996,0250,pickup_box,adjacent_severity,jitter,single/0250_pickup_box_jitter_moderate.mp4,single/0250_pickup_box_jitter_mild.mp4,moderate,mild
997,0250,pickup_box,adjacent_severity,jitter,single/0250_pickup_box_jitter_moderate.mp4,single/0250_pickup_box_jitter_severe.mp4,moderate,severe
998,0250,pickup_box,adjacent_severity,joint_noise,single/0250_pickup_box_joint_noise_moderate.mp4,single/0250_pickup_box_joint_noise_mild.mp4,moderate,mild
999,0250,pickup_box,adjacent_severity,joint_noise,single/0250_pickup_box_joint_noise_moderate.mp4,single/0250_pickup_box_joint_noise_severe.mp4,moderate,severe
1000,0250,pickup_box,adjacent_severity,frame_drop,single/0250_pickup_box_frame_drop_moderate.mp4,single/0250_pickup_box_frame_drop_mild.mp4,moderate,mild
1001,0250,pickup_box,adjacent_severity,frame_drop,single/0250_pickup_box_frame_drop_moderate.mp4,single/0250_pickup_box_frame_drop_severe.mp4,moderate,severe
1002,0250,pickup_box,adjacent_severity,smoothing,single/0250_pickup_box_smoothing_moderate.mp4,single/0250_pickup_box_smoothing_mild.mp4,moderate,mild
1003,0250,pickup_box,adjacent_severity,smoothing,single/0250_pickup_box_smoothing_severe.mp4,single/0250_pickup_box_smoothing_moderate.mp4,severe,moderate
1004,0250,pickup_box,adjacent_severity,param_quantization,single/0250_pickup_box_param_quantization_moderate.mp4,single/0250_pickup_box_param_quantization_mild.mp4,moderate,mild
1005,0250,pickup_box,adjacent_severity,param_quantization,single/0250_pickup_box_param_quantization_severe.mp4,single/0250_pickup_box_param_quantization_moderate.mp4,severe,moderate
1006,0250,pickup_box,adjacent_severity,vertex_quantization,single/0250_pickup_box_vertex_quantization_mild.mp4,single/0250_pickup_box_vertex_quantization_moderate.mp4,mild,moderate
1007,0250,pickup_box,adjacent_severity,vertex_quantization,single/0250_pickup_box_vertex_quantization_severe.mp4,single/0250_pickup_box_vertex_quantization_moderate.mp4,severe,moderate
1008,0250,pickup_box,adjacent_severity,mesh_decimation,single/0250_pickup_box_mesh_decimation_mild.mp4,single/0250_pickup_box_mesh_decimation_moderate.mp4,mild,moderate
1009,0250,pickup_box,adjacent_severity,mesh_decimation,single/0250_pickup_box_mesh_decimation_severe.mp4,single/0250_pickup_box_mesh_decimation_moderate.mp4,severe,moderate
1010,0250,pickup_box,adjacent_severity,texture_compression,single/0250_pickup_box_texture_compression_moderate.mp4,single/0250_pickup_box_texture_compression_mild.mp4,moderate,mild
1011,0250,pickup_box,adjacent_severity,texture_compression,single/0250_pickup_box_texture_compression_moderate.mp4,single/0250_pickup_box_texture_compression_severe.mp4,moderate,severe
1012,0250,pickup_box,adjacent_severity,motion_blur,single/0250_pickup_box_motion_blur_moderate.mp4,single/0250_pickup_box_motion_blur_mild.mp4,moderate,mild
1013,0250,pickup_box,adjacent_severity,motion_blur,single/0250_pickup_box_motion_blur_severe.mp4,single/0250_pickup_box_motion_blur_moderate.mp4,severe,moderate
1014,0250,pickup_box,reference_vs_mixed,jitter+texture_compression,single/0250_pickup_box_reference.mp4,mixed/0250_pickup_box_jitter+texture_compression_mild+mild.mp4,reference,mild+mild
1015,0250,pickup_box,reference_vs_mixed,jitter+texture_compression,single/0250_pickup_box_reference.mp4,mixed/0250_pickup_box_jitter+texture_compression_severe+severe.mp4,reference,severe+severe
1016,0250,pickup_box,reference_vs_mixed,frame_drop+mesh_decimation,mixed/0250_pickup_box_frame_drop+mesh_decimation_mild+mild.mp4,single/0250_pickup_box_reference.mp4,mild+mild,reference
1017,0250,pickup_box,reference_vs_mixed,frame_drop+mesh_decimation,single/0250_pickup_box_reference.mp4,mixed/0250_pickup_box_frame_drop+mesh_decimation_severe+severe.mp4,reference,severe+severe
1018,0250,pickup_box,reference_vs_mixed,joint_noise+vertex_quantization,mixed/0250_pickup_box_joint_noise+vertex_quantization_mild+mild.mp4,single/0250_pickup_box_reference.mp4,mild+mild,reference
1019,0250,pickup_box,reference_vs_mixed,joint_noise+vertex_quantization,single/0250_pickup_box_reference.mp4,mixed/0250_pickup_box_joint_noise+vertex_quantization_severe+severe.mp4,reference,severe+severe
1020,0250,pickup_box,reference_vs_mixed,smoothing+texture_compression,mixed/0250_pickup_box_smoothing+texture_compression_mild+mild.mp4,single/0250_pickup_box_reference.mp4,mild+mild,reference
1021,0250,pickup_box,reference_vs_mixed,smoothing+texture_compression,single/0250_pickup_box_reference.mp4,mixed/0250_pickup_box_smoothing+texture_compression_severe+severe.mp4,reference,severe+severe
1022,0250,pickup_box,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0250_pickup_box_param_quantization+mesh_decimation_mild+mild.mp4,single/0250_pickup_box_reference.mp4,mild+mild,reference
1023,0250,pickup_box,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0250_pickup_box_param_quantization+mesh_decimation_severe+severe.mp4,single/0250_pickup_box_reference.mp4,severe+severe,reference
1024,0250,pickup_box,reference_vs_mixed,motion_blur+vertex_quantization,single/0250_pickup_box_reference.mp4,mixed/0250_pickup_box_motion_blur+vertex_quantization_mild+mild.mp4,reference,mild+mild
1025,0250,pickup_box,reference_vs_mixed,motion_blur+vertex_quantization,single/0250_pickup_box_reference.mp4,mixed/0250_pickup_box_motion_blur+vertex_quantization_severe+severe.mp4,reference,severe+severe
1026,0250,run,reference_vs_distorted,jitter,single/0250_run_jitter_mild.mp4,single/0250_run_reference.mp4,mild,reference
1027,0250,run,reference_vs_distorted,jitter,single/0250_run_reference.mp4,single/0250_run_jitter_moderate.mp4,reference,moderate
1028,0250,run,reference_vs_distorted,jitter,single/0250_run_reference.mp4,single/0250_run_jitter_severe.mp4,reference,severe
1029,0250,run,reference_vs_distorted,joint_noise,single/0250_run_reference.mp4,single/0250_run_joint_noise_mild.mp4,reference,mild
1030,0250,run,reference_vs_distorted,joint_noise,single/0250_run_reference.mp4,single/0250_run_joint_noise_moderate.mp4,reference,moderate
1031,0250,run,reference_vs_distorted,joint_noise,single/0250_run_joint_noise_severe.mp4,single/0250_run_reference.mp4,severe,reference
1032,0250,run,reference_vs_distorted,frame_drop,single/0250_run_frame_drop_mild.mp4,single/0250_run_reference.mp4,mild,reference
1033,0250,run,reference_vs_distorted,frame_drop,single/0250_run_frame_drop_moderate.mp4,single/0250_run_reference.mp4,moderate,reference
1034,0250,run,reference_vs_distorted,frame_drop,single/0250_run_reference.mp4,single/0250_run_frame_drop_severe.mp4,reference,severe
1035,0250,run,reference_vs_distorted,smoothing,single/0250_run_smoothing_mild.mp4,single/0250_run_reference.mp4,mild,reference
1036,0250,run,reference_vs_distorted,smoothing,single/0250_run_reference.mp4,single/0250_run_smoothing_moderate.mp4,reference,moderate
1037,0250,run,reference_vs_distorted,smoothing,single/0250_run_smoothing_severe.mp4,single/0250_run_reference.mp4,severe,reference
1038,0250,run,reference_vs_distorted,param_quantization,single/0250_run_param_quantization_mild.mp4,single/0250_run_reference.mp4,mild,reference
1039,0250,run,reference_vs_distorted,param_quantization,single/0250_run_reference.mp4,single/0250_run_param_quantization_moderate.mp4,reference,moderate
1040,0250,run,reference_vs_distorted,param_quantization,single/0250_run_param_quantization_severe.mp4,single/0250_run_reference.mp4,severe,reference
1041,0250,run,reference_vs_distorted,vertex_quantization,single/0250_run_vertex_quantization_mild.mp4,single/0250_run_reference.mp4,mild,reference
1042,0250,run,reference_vs_distorted,vertex_quantization,single/0250_run_vertex_quantization_moderate.mp4,single/0250_run_reference.mp4,moderate,reference
1043,0250,run,reference_vs_distorted,vertex_quantization,single/0250_run_vertex_quantization_severe.mp4,single/0250_run_reference.mp4,severe,reference
1044,0250,run,reference_vs_distorted,mesh_decimation,single/0250_run_reference.mp4,single/0250_run_mesh_decimation_mild.mp4,reference,mild
1045,0250,run,reference_vs_distorted,mesh_decimation,single/0250_run_mesh_decimation_moderate.mp4,single/0250_run_reference.mp4,moderate,reference
1046,0250,run,reference_vs_distorted,mesh_decimation,single/0250_run_mesh_decimation_severe.mp4,single/0250_run_reference.mp4,severe,reference
1047,0250,run,reference_vs_distorted,texture_compression,single/0250_run_reference.mp4,single/0250_run_texture_compression_mild.mp4,reference,mild
1048,0250,run,reference_vs_distorted,texture_compression,single/0250_run_texture_compression_moderate.mp4,single/0250_run_reference.mp4,moderate,reference
1049,0250,run,reference_vs_distorted,texture_compression,single/0250_run_reference.mp4,single/0250_run_texture_compression_severe.mp4,reference,severe
1050,0250,run,reference_vs_distorted,motion_blur,single/0250_run_motion_blur_mild.mp4,single/0250_run_reference.mp4,mild,reference
1051,0250,run,reference_vs_distorted,motion_blur,single/0250_run_motion_blur_moderate.mp4,single/0250_run_reference.mp4,moderate,reference
1052,0250,run,reference_vs_distorted,motion_blur,single/0250_run_reference.mp4,single/0250_run_motion_blur_severe.mp4,reference,severe
1053,0250,run,adjacent_severity,jitter,single/0250_run_jitter_moderate.mp4,single/0250_run_jitter_mild.mp4,moderate,mild
1054,0250,run,adjacent_severity,jitter,single/0250_run_jitter_moderate.mp4,single/0250_run_jitter_severe.mp4,moderate,severe
1055,0250,run,adjacent_severity,joint_noise,single/0250_run_joint_noise_mild.mp4,single/0250_run_joint_noise_moderate.mp4,mild,moderate
1056,0250,run,adjacent_severity,joint_noise,single/0250_run_joint_noise_severe.mp4,single/0250_run_joint_noise_moderate.mp4,severe,moderate
1057,0250,run,adjacent_severity,frame_drop,single/0250_run_frame_drop_mild.mp4,single/0250_run_frame_drop_moderate.mp4,mild,moderate
1058,0250,run,adjacent_severity,frame_drop,single/0250_run_frame_drop_severe.mp4,single/0250_run_frame_drop_moderate.mp4,severe,moderate
1059,0250,run,adjacent_severity,smoothing,single/0250_run_smoothing_mild.mp4,single/0250_run_smoothing_moderate.mp4,mild,moderate
1060,0250,run,adjacent_severity,smoothing,single/0250_run_smoothing_severe.mp4,single/0250_run_smoothing_moderate.mp4,severe,moderate
1061,0250,run,adjacent_severity,param_quantization,single/0250_run_param_quantization_moderate.mp4,single/0250_run_param_quantization_mild.mp4,moderate,mild
1062,0250,run,adjacent_severity,param_quantization,single/0250_run_param_quantization_severe.mp4,single/0250_run_param_quantization_moderate.mp4,severe,moderate
1063,0250,run,adjacent_severity,vertex_quantization,single/0250_run_vertex_quantization_moderate.mp4,single/0250_run_vertex_quantization_mild.mp4,moderate,mild
1064,0250,run,adjacent_severity,vertex_quantization,single/0250_run_vertex_quantization_moderate.mp4,single/0250_run_vertex_quantization_severe.mp4,moderate,severe
1065,0250,run,adjacent_severity,mesh_decimation,single/0250_run_mesh_decimation_mild.mp4,single/0250_run_mesh_decimation_moderate.mp4,mild,moderate
1066,0250,run,adjacent_severity,mesh_decimation,single/0250_run_mesh_decimation_moderate.mp4,single/0250_run_mesh_decimation_severe.mp4,moderate,severe
1067,0250,run,adjacent_severity,texture_compression,single/0250_run_texture_compression_mild.mp4,single/0250_run_texture_compression_moderate.mp4,mild,moderate
1068,0250,run,adjacent_severity,texture_compression,single/0250_run_texture_compression_severe.mp4,single/0250_run_texture_compression_moderate.mp4,severe,moderate
1069,0250,run,adjacent_severity,motion_blur,single/0250_run_motion_blur_mild.mp4,single/0250_run_motion_blur_moderate.mp4,mild,moderate
1070,0250,run,adjacent_severity,motion_blur,single/0250_run_motion_blur_severe.mp4,single/0250_run_motion_blur_moderate.mp4,severe,moderate
1071,0250,run,reference_vs_mixed,jitter+texture_compression,mixed/0250_run_jitter+texture_compression_mild+mild.mp4,single/0250_run_reference.mp4,mild+mild,reference
1072,0250,run,reference_vs_mixed,jitter+texture_compression,single/0250_run_reference.mp4,mixed/0250_run_jitter+texture_compression_severe+severe.mp4,reference,severe+severe
1073,0250,run,reference_vs_mixed,frame_drop+mesh_decimation,single/0250_run_reference.mp4,mixed/0250_run_frame_drop+mesh_decimation_mild+mild.mp4,reference,mild+mild
1074,0250,run,reference_vs_mixed,frame_drop+mesh_decimation,mixed/0250_run_frame_drop+mesh_decimation_severe+severe.mp4,single/0250_run_reference.mp4,severe+severe,reference
1075,0250,run,reference_vs_mixed,joint_noise+vertex_quantization,single/0250_run_reference.mp4,mixed/0250_run_joint_noise+vertex_quantization_mild+mild.mp4,reference,mild+mild
1076,0250,run,reference_vs_mixed,joint_noise+vertex_quantization,single/0250_run_reference.mp4,mixed/0250_run_joint_noise+vertex_quantization_severe+severe.mp4,reference,severe+severe
1077,0250,run,reference_vs_mixed,smoothing+texture_compression,single/0250_run_reference.mp4,mixed/0250_run_smoothing+texture_compression_mild+mild.mp4,reference,mild+mild
